,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1237,1238,2-STORY 1946 & NEWER,Residential Low Density,41.0,12393,Paved,No alley access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,847,847,Gas forced warm air furnace,Excellent,Yes,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Good,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Paved,100,48,0,0,0,0,No Pool,No Fence,None,0,9,2006,Warranty Deed - Conventional,Normal,195000
1238,1239,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63.0,13072,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Adjacent to East-West Railroad,Normal,1Fam,One story,Above Average,Above Average,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1141,1141,Gas forced warm air furnace,Excellent,Yes,SBrkr,1141,0,0,1141,0,0,1,1,3,1,Typical/Average,6,Typ,0,No Fireplace,Detchd,2005.0,Unf,2,484,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2006,Warranty Deed - Conventional,Abnorml,142500
1239,1240,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,64.0,9037,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,1Fam,One story,Very Good,Very Good,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,32.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,428,Unfinshed,0,1048,1476,Gas forced warm air furnace,Excellent,Yes,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Excellent,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Paved,120,33,0,0,0,0,No Pool,No Fence,None,0,12,2007,Warranty Deed - Conventional,Normal,265900
1240,1241,2-STORY 1946 & NEWER,Residential Low Density,65.0,8158,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,252.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,550,Unfinshed,0,334,884,Gas forced warm air furnace,Excellent,Yes,SBrkr,884,884,0,1768,1,0,2,1,3,1,Good,8,Typ,0,No Fireplace,Attchd,2003.0,RFn,2,543,TA,TA,Paved,0,63,0,0,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,224900
1241,1242,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,83.0,9849,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,One story,Good,Good,2007,2007,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Unfinshed,0,Unfinshed,0,1689,1689,Gas forced warm air furnace,Excellent,Yes,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Good,7,Typ,0,No Fireplace,Attchd,2007.0,RFn,3,954,TA,TA,Paved,0,56,0,0,0,0,No Pool,No Fence,None,0,6,2007,Home just constructed and sold,Partial,248328
1242,1243,SPLIT FOYER,Residential Low Density,85.0,10625,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,Split Foyer,Good,Good,1974,1974,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,81.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Gd,Good Living Quarters,885,Low Quality,168,0,1053,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Good,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Paved,0,120,0,0,0,0,No Pool,Minimum Privacy,None,0,1,2010,Warranty Deed - Conventional,Family,170000
1243,1244,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,107.0,13891,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,One story,Very Excellent,Very Excellent,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,OTHER,103.68526170798899,Excellent,Average/Typical,Poured Contrete,Excellent,Good,Gd,Good Living Quarters,1386,Unfinshed,0,690,2076,Gas forced warm air furnace,Excellent,Yes,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Excellent,7,Typ,1,Gd,Attchd,2006.0,Fin,3,850,TA,TA,Paved,216,229,0,0,0,0,No Pool,No Fence,None,0,9,2006,Home just constructed and sold,Partial,465000
1244,1245,2-STORY 1945 & OLDER,Residential Low Density,70.04995836802665,11435,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Crawford,Normal,Normal,1Fam,Two story,Very Good,Very Good,1929,1950,Gable,Standard (Composite) Shingle,Brick Face,Stucco,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,792,792,Gas forced warm air furnace,Fair,Yes,SBrkr,792,725,0,1517,0,0,1,0,3,1,Good,7,Typ,2,Gd,Detchd,1931.0,Unf,2,400,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2006,Warranty Deed - Conventional,Normal,230000
1245,1246,SPLIT OR MULTI-LEVEL,Residential Low Density,78.0,12090,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,Split Level,Above Average,Above Average,1984,2003,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,74.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Unfinshed,0,Unfinshed,0,585,585,Gas forced warm air furnace,Excellent,Yes,SBrkr,1140,728,0,1868,0,0,3,1,3,1,Typical/Average,7,Typ,1,TA,BuiltIn,1984.0,Fin,2,477,TA,TA,Paved,268,112,0,0,147,0,No Pool,No Fence,None,0,1,2007,Warranty Deed - Conventional,Abnorml,178000
1246,1247,2-STORY 1946 & NEWER,Floating Village Residential,65.0,8125,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,Two story,Good,Good,2005,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,756,756,Gas forced warm air furnace,Excellent,Yes,SBrkr,756,797,0,1553,0,0,2,1,3,1,Good,6,Typ,0,No Fireplace,Attchd,2005.0,RFn,2,615,TA,TA,Paved,0,45,0,0,0,0,No Pool,No Fence,None,0,3,2006,Home just constructed and sold,Partial,186500
1247,1248,SPLIT OR MULTI-LEVEL,Residential Low Density,70.04995836802665,12328,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,1Fam,Split Level,Above Average,Above Average,1976,1976,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,335.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Good Living Quarters,539,Unfinshed,0,473,1012,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1034,0,0,1034,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1976.0,Unf,3,888,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,5,2010,Warranty Deed - Conventional,Normal,169900
1248,1249,2-1/2 STORY ALL AGES,Residential Medium Density,60.0,9600,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,1Fam,Two and one-half story: 2nd level unfinished,Above Average,Above Average,1917,1950,Gable,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Good,Typical,No,Average Rec Room,319,Unfinshed,0,416,735,Hot water or steam heat other than gas,Fair,No,SBrkr,1134,924,0,2058,0,0,1,1,3,1,Typical/Average,8,Typ,1,Gd,Detchd,1950.0,Unf,2,396,Fa,Fa,Partial Pavement,0,0,259,0,0,0,No Pool,No Fence,None,0,4,2008,Warranty Deed - Conventional,Normal,129500
1249,1250,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1950,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,534,Average Rec Room,96,246,876,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,988,0,0,988,0,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1950.0,Unf,1,276,TA,TA,Paved,0,80,0,0,0,0,No Pool,No Fence,None,0,5,2007,Warranty Deed - Conventional,Normal,119000
1250,1251,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,93.0,11160,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Good,Good,1968,1968,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Good,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,1065,Unfinshed,0,1045,2110,Gas forced warm air furnace,Excellent,Yes,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Excellent,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,Warranty Deed - Conventional,Normal,244000
1251,1252,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,70.04995836802665,3136,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Good,Good,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Wd Shng,Stone,163.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1405,1405,Gas forced warm air furnace,Excellent,Yes,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Good,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Paved,148,36,0,0,0,0,No Pool,No Fence,None,0,3,2006,Warranty Deed - Conventional,Normal,171750
1252,1253,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,62.0,9858,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,1Fam,One story,Average,Average,1968,1968,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,510,Unfinshed,0,354,864,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,874,0,0,874,1,0,1,0,3,1,Typical/Average,5,Typ,0,No Fireplace,Attchd,1968.0,RFn,1,288,TA,TA,Paved,33,0,0,0,0,0,No Pool,Good Wood,Shed,600,11,2009,Warranty Deed - Conventional,Normal,130000
1253,1254,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,17542,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Veenker,Normal,Normal,1Fam,Two story,Good,Good,1974,2003,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Cinder Block,Typical,Typical,Gd,Low Quality,125,Average Living Quarters,1031,36,1192,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Good,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Paved,220,47,0,0,0,0,No Pool,Minimum Privacy,None,0,7,2007,Warranty Deed - Conventional,Normal,294000
1254,1255,2-STORY 1946 & NEWER,Residential Low Density,60.0,6931,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,1Fam,Two story,Good,Good,2003,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,92.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,746,746,Gas forced warm air furnace,Excellent,Yes,SBrkr,760,896,0,1656,0,0,2,1,3,1,Good,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Paved,178,128,0,0,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,165400
1255,1256,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52.0,6240,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Above Average,Above Average,1931,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Fair,No,Low Quality,425,Unfinshed,0,459,884,Gas forced warm air furnace,Average/Typical,Yes,FuseA,959,408,0,1367,0,0,1,0,3,1,Typical/Average,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Paved,0,0,0,0,120,0,No Pool,No Fence,None,0,11,2007,Warranty Deed - Conventional,Normal,127500
1256,1257,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91.0,14303,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,1Fam,One story,Very Good,Very Good,1994,1994,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,554.0,Good,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,1314,Unfinshed,0,672,1986,Gas forced warm air furnace,Excellent,Yes,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Good,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Paved,262,36,0,0,0,0,No Pool,No Fence,None,0,8,2008,Warranty Deed - Conventional,Normal,301500
1257,1258,1-STORY 1945 & OLDER,Residential Low Density,56.0,4060,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Adjacent to feeder street,Normal,1Fam,One story,Average,Average,1922,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Fair,Typical,No,Unfinshed,0,Unfinshed,0,864,864,Gas forced warm air furnace,Excellent,Yes,SBrkr,864,0,0,864,0,0,1,0,2,1,Typical/Average,4,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Paved,0,96,0,0,0,0,No Pool,No Fence,None,0,7,2009,Warranty Deed - Conventional,Normal,99900
1258,1259,SPLIT OR MULTI-LEVEL,Residential Low Density,59.0,9587,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Split Level,Good,Good,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,182.0,Good,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,655,Unfinshed,0,201,856,Gas forced warm air furnace,Excellent,Yes,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Good,5,Typ,0,No Fireplace,Attchd,2005.0,Fin,2,400,TA,TA,Paved,212,0,0,0,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,190000
1259,1260,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65.0,9750,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Above Average,Above Average,1969,1969,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Average Living Quarters,602,Low Quality,438,14,1054,Gas forced warm air furnace,Good,Yes,SBrkr,1054,0,0,1054,1,0,1,1,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1969.0,Unf,2,460,TA,TA,Paved,180,0,0,0,80,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,151000
1260,1261,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,24682,Paved,No alley access,Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Gilbert,Adjacent to North-South Railroad,Normal,1Fam,Two story,Above Average,Above Average,1999,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,841,841,Gas forced warm air furnace,Excellent,Yes,SBrkr,892,783,0,1675,0,0,2,1,3,1,Typical/Average,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,TA,TA,Paved,0,103,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,181000
1261,1262,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,9600,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1956,1956,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,504,Unfinshed,0,546,1050,Gas forced warm air furnace,Good,Yes,SBrkr,1050,0,0,1050,0,0,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Attchd,1956.0,Unf,1,338,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,128900
1262,1263,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,70.04995836802665,11250,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Below Average,Below Average,1957,1989,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Unfinshed,0,Unfinshed,0,1104,1104,Gas forced warm air furnace,Excellent,Yes,FuseA,1104,684,0,1788,1,0,1,0,5,1,Typical/Average,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Paved,120,0,0,0,0,0,No Pool,No Fence,None,0,11,2009,Warranty Deed - Conventional,Normal,161500
1263,1264,2-STORY 1945 & OLDER,Residential Low Density,60.0,13515,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,1Fam,Two story,Above Average,Above Average,1919,1950,Gambrel,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical,Typical,No,Unfinshed,0,Unfinshed,0,764,764,Gas forced warm air furnace,Excellent,Yes,FuseA,1060,764,0,1824,0,0,1,0,3,1,Typical/Average,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,Dirt/Gravel,0,0,126,0,0,0,No Pool,Good Privacy,None,0,7,2007,Warranty Deed - Conventional,Normal,180500
1264,1265,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential High Density,34.0,4060,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,TwnhsE,One story,Above Average,Above Average,1998,1999,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,266,Unfinshed,0,1139,1405,Gas forced warm air furnace,Excellent,Yes,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Good,5,Typ,0,No Fireplace,Attchd,1998.0,Fin,2,511,TA,TA,Paved,144,68,0,0,0,0,No Pool,No Fence,None,0,8,2008,Court Officer Deed/Estate,Abnorml,181000
1265,1266,2-STORY PUD - 1946 & NEWER,Floating Village Residential,35.0,3735,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 3 sides of property,Gentle slope,Somerset,Normal,Normal,TwnhsE,Two story,Good,Good,1999,1999,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,218.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,450,Unfinshed,0,241,691,Gas forced warm air furnace,Excellent,Yes,SBrkr,713,739,0,1452,1,0,2,1,3,1,Good,6,Typ,0,No Fireplace,Detchd,1999.0,Unf,2,506,TA,TA,Paved,0,34,0,0,0,0,No Pool,No Fence,None,0,3,2006,Warranty Deed - Conventional,Normal,183900
1266,1267,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,60.0,10120,Paved,No alley access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to feeder street,Normal,2fmCon,Two and one-half story: 2nd level unfinished,Good,Good,1910,1950,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Fair,Average/Typical,Cinder Block,Typical,Typical,No,Unfinshed,0,Unfinshed,0,925,925,Gas forced warm air furnace,Average/Typical,No,FuseF,964,925,0,1889,0,0,1,1,4,2,Typical/Average,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,Dirt/Gravel,0,0,264,0,0,0,No Pool,Minimum Privacy,None,0,1,2007,Warranty Deed - Conventional,Normal,122000
1267,1268,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,89.0,13214,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,1Fam,One story,Excellent,Excellent,2008,2009,Hip,Standard (Composite) Shingle,Stucco,CmentBd,None,0.0,Excellent,Average/Typical,Poured Contrete,Excellent,Typical,Gd,Unfinshed,0,Unfinshed,0,2002,2002,Gas forced warm air furnace,Excellent,Yes,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Excellent,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Paved,144,76,0,0,0,0,No Pool,No Fence,None,0,5,2010,Warranty Deed - Conventional,Normal,378500
1268,1269,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,70.04995836802665,14100,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Crawford,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Very Good,Very Good,1935,1997,Gable,Standard (Composite) Shingle,Stucco,Stucco,Brick Face,632.0,Average/Typical,Good,Cinder Block,Typical,Typical,Mn,Average Rec Room,192,Unfinshed,0,536,728,Gas forced warm air furnace,Excellent,Yes,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Good,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Paved,314,12,0,0,0,0,No Pool,Good Wood,None,0,5,2008,Warranty Deed - Conventional,Normal,381000
1269,1270,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,78.0,11344,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to feeder street,Normal,1Fam,One and one-half story: 2nd level finished,Average,Average,1958,1958,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,180.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,460,Unfinshed,0,414,874,Gas hot water or steam heat,Average/Typical,Yes,FuseA,874,650,0,1524,0,0,1,1,3,1,Typical/Average,7,Typ,0,No Fireplace,Attchd,1958.0,Unf,1,315,TA,TA,Paved,0,0,0,0,0,0,No Pool,Good Wood,None,0,7,2007,Warranty Deed - Conventional,Normal,144000
